,token_types,source,model,model_path,run_id-1,state-1,max_f1-1,max_f1_macro-1,run_id-2,state-2,max_f1-2,max_f1_macro-2,run_id-3,state-3,max_f1-3,max_f1_macro-3,model_index
11,False,scientsbank,bert-large,bert-large-uncased,2xah1z9j,finished,0.8061528203431376,0.803206314057733,3cgz064k,finished,0.7925925925925926,0.7886231144538731,3cgz064k,finished,0.7925925925925926,0.7886231144538731,1
12,False,scientsbank,bert-base,bert-base-uncased,1uzggxoc,finished,0.7833885840107218,0.7793000338839771,24ng646w,finished,0.7918394559567802,0.7871951133692701,24ng646w,finished,0.7918394559567802,0.7871951133692701,0
13,True,scientsbank,albert-base-squad2,twmkn9/albert-base-v2-squad2,37yt6a7b,finished,0.7763002991108408,0.7708336280431738,2zfe337c,finished,0.8037037037037037,0.7999468761795585,2zfe337c,finished,0.8037037037037037,0.7999468761795585,15
14,True,scientsbank,bert-base-squad2,twmkn9/bert-base-uncased-squad2,duz1lf4b,finished,0.7884027514505337,0.7839059801457476,173b3jng,finished,0.793054293093249,0.7896377093883911,173b3jng,finished,0.793054293093249,0.7896377093883911,14
15,True,scientsbank,distilroberta-base-squad2,twmkn9/distilroberta-base-squad2,3p2l1x8q,finished,0.7779049196071205,0.7719594594594594,x2ipylqz,finished,0.7939051256264149,0.7894707264559502,x2ipylqz,finished,0.7939051256264149,0.7894707264559502,13
16,True,scientsbank,roberta-base-squad2,deepset/roberta-base-squad2,12y3pqyr,finished,0.8186296037009791,0.8138586135700554,22e77h3u,finished,0.8106055636398202,0.8053192742485303,22e77h3u,finished,0.8106055636398202,0.8053192742485303,12
17,True,scientsbank,distilbert-base-squad2,twmkn9/distilbert-base-uncased-squad2,314g9noy,failed,0.0,0.0,1fikobhk,failed,0.0,0.0,1fikobhk,failed,0.0,0.0,11
18,True,scientsbank,distilroberta,distilroberta-base,j2npaw78,finished,0.7852931866003762,0.7812971342383108,2bnszwnt,finished,0.8118177661387539,0.8092031425364759,2bnszwnt,finished,0.8118177661387539,0.8092031425364759,10
19,True,scientsbank,distilbert-base,distilbert-base-uncased,2kf9qp3e,failed,0.0,0.0,20251cr0,failed,0.0,0.0,20251cr0,failed,0.0,0.0,9
20,True,scientsbank,albert-large,albert-large-v2,2iq8yc9g,finished,0.8380091777191865,0.8341798467451882,11yoabno,finished,0.8371762401247331,0.8328060329334391,11yoabno,finished,0.8371762401247331,0.8328060329334391,7
21,True,scientsbank,albert-base,albert-base-v2,1x1id93e,finished,0.7920597582345779,0.7863672814755414,14w2bdjb,finished,0.8200130508456738,0.8162356730131667,14w2bdjb,finished,0.8200130508456738,0.8162356730131667,6
22,True,scientsbank,roberta-large,roberta-large,3khdojqa,finished,0.8395496125055875,0.8355430902600715,39a8qpfx,finished,0.8189502198209067,0.8143810397921974,39a8qpfx,finished,0.8189502198209067,0.8143810397921974,5
23,True,scientsbank,roberta-base,roberta-base,37jg5vpb,finished,0.805286401417941,0.8013029201812454,18y43yta,finished,0.8080681028792186,0.8034288622411654,18y43yta,finished,0.8080681028792186,0.8034288622411654,2
24,True,scientsbank,bert-large,bert-large-uncased,e2kip6d2,failed,0.7968904320987654,0.79375,1iyzbw5h,finished,0.8262459016647093,0.8232861260809625,1iyzbw5h,finished,0.8262459016647093,0.8232861260809625,1
25,True,scientsbank,bert-base,bert-base-uncased,3dbwtw65,finished,0.8110106607951435,0.807293999104344,zo8b12mw,finished,0.8050453891060683,0.800850687188061,zo8b12mw,finished,0.8050453891060683,0.800850687188061,0
26,False,beetle,albert-base-squad2,twmkn9/albert-base-v2-squad2,325msndm,finished,0.9027663423570742,0.8953982169021779,3jljr692,finished,0.9064625203959524,0.9008989932046124,3jljr692,finished,0.9064625203959524,0.9008989932046124,15
27,False,beetle,bert-base-squad2,twmkn9/bert-base-uncased-squad2,zxw45lva,finished,0.8862739180108413,0.8786213786213788,3s6f0vg8,finished,0.9060869495955988,0.9000524200594094,3s6f0vg8,finished,0.9060869495955988,0.9000524200594094,14
28,False,beetle,distilroberta-base-squad2,twmkn9/distilroberta-base-squad2,j40idsy9,finished,0.8854986103914457,0.8790952235150031,3avamy4u,finished,0.8833312438853973,0.876737715673082,3avamy4u,finished,0.8833312438853973,0.876737715673082,13
29,False,beetle,roberta-base-squad2,deepset/roberta-base-squad2,237ogwy3,finished,0.9088587480638068,0.9038155460919688,3tng1ilr,finished,0.9106303418803418,0.9052083333333332,3tng1ilr,finished,0.9106303418803418,0.9052083333333332,12
30,False,beetle,distilbert-base-squad2,twmkn9/distilbert-base-uncased-squad2,1m2vhzqf,finished,0.8852040023041235,0.8783760371147515,2esxgrw8,finished,0.8829115160586655,0.8757380167324021,2esxgrw8,finished,0.8829115160586655,0.8757380167324021,11
31,False,beetle,distilroberta,distilroberta-base,35pecbad,finished,0.8982209870146183,0.8925290875688916,1oyby4g3,finished,0.8854986103914457,0.8790952235150031,1oyby4g3,finished,0.8854986103914457,0.8790952235150031,10
32,False,beetle,distilbert-base,distilbert-base-uncased,2sym8yv8,finished,0.8854051901506603,0.8788610871440897,23stjx6e,finished,0.8933941988959423,0.8866718326230143,23stjx6e,finished,0.8933941988959423,0.8866718326230143,9
33,False,beetle,albert-large,albert-large-v2,3jg5xeg4,finished,0.9096997868927692,0.9032429558745348,vyww9x5j,finished,0.9125371526864824,0.9069695280114424,vyww9x5j,finished,0.9125371526864824,0.9069695280114424,7
34,False,beetle,albert-base,albert-base-v2,spmt2qqh,finished,0.9064625203959524,0.9008989932046124,3gmdc8sy,finished,0.895971814945977,0.8899695319434782,3gmdc8sy,finished,0.895971814945977,0.8899695319434782,6
35,False,beetle,roberta-large,roberta-large,56ylsa5g,finished,0.9065464450079836,0.901098901098901,2l538p0n,finished,0.9065464450079836,0.901098901098901,2l538p0n,finished,0.9065464450079836,0.901098901098901,5
36,False,beetle,roberta-base,roberta-base,8zzl3fsx,finished,0.9043800876261608,0.8987495132188135,20pkvudi,finished,0.9154261813836282,0.9110942249240124,20pkvudi,finished,0.9154261813836282,0.9110942249240124,2
37,False,beetle,bert-large,bert-large-uncased,2gwc8b9k,finished,0.9079595448632316,0.9017684989480774,36bofw97,finished,0.89142704216349,0.8847752518791367,36bofw97,finished,0.89142704216349,0.8847752518791367,1
38,False,beetle,bert-base,bert-base-uncased,3mtec359,finished,0.8830238478317486,0.8759966277249187,250ds2on,finished,0.887380992093034,0.880749426679936,250ds2on,finished,0.887380992093034,0.880749426679936,0
39,True,beetle,albert-base-squad2,twmkn9/albert-base-v2-squad2,1xgnbe38,finished,0.8803418803418803,0.8725093399750934,t0f9yr23,finished,0.8980506672814366,0.8921078921078922,t0f9yr23,finished,0.8980506672814366,0.8921078921078922,15
40,True,beetle,bert-base-squad2,twmkn9/bert-base-uncased-squad2,3r0icb23,finished,0.8772877158893486,0.8708584695605839,3vqjgo2b,finished,0.9123432439671756,0.9065527065527064,3vqjgo2b,finished,0.9123432439671756,0.9065527065527064,14
41,True,beetle,distilroberta-base-squad2,twmkn9/distilroberta-base-squad2,2kpz62tl,finished,0.8932806245404532,0.8864232046129652,2zn80cjh,finished,0.898137946800587,0.892320966350302,2zn80cjh,finished,0.898137946800587,0.892320966350302,13
42,True,beetle,roberta-base-squad2,deepset/roberta-base-squad2,2ymbeubi,finished,0.9031841024250892,0.8962024692574977,11r7lf6k,finished,0.8939801948068942,0.8880511328842621,11r7lf6k,finished,0.8939801948068942,0.8880511328842621,12
43,True,beetle,distilbert-base-squad2,twmkn9/distilbert-base-uncased-squad2,2dw4an42,failed,0.0,0.0,loaxmb8q,failed,0.0,0.0,loaxmb8q,failed,0.0,0.0,11
44,True,beetle,distilroberta,distilroberta-base,3n7jqudf,finished,0.8982998219747337,0.8927323082800115,2mvd24s6,finished,0.8896494423673026,0.8833477135461605,2mvd24s6,finished,0.8896494423673026,0.8833477135461605,10
45,True,beetle,distilbert-base,distilbert-base-uncased,1fcpfhfp,failed,0.0,0.0,lsd5tyjj,failed,0.0,0.0,lsd5tyjj,failed,0.0,0.0,9
46,True,beetle,albert-large,albert-large-v2,4jc80eaw,finished,0.9252554656371,0.920407776519808,3v606m2u,finished,0.8942135481804729,0.8886710944487791,3v606m2u,finished,0.8942135481804729,0.8886710944487791,7
47,True,beetle,albert-base,albert-base-v2,2gsx3uf8,finished,0.8897394025991698,0.8835731781996325,2snxf3ha,finished,0.89142704216349,0.8847752518791367,2snxf3ha,finished,0.89142704216349,0.8847752518791367,6
48,True,beetle,roberta-large,roberta-large,2nby99h5,finished,0.9012306134399156,0.8942881835323695,1p7jcn6w,finished,0.9029101610803062,0.8956718170244176,1p7jcn6w,finished,0.9029101610803062,0.8956718170244176,5
49,True,beetle,roberta-base,roberta-base,3qe599bb,finished,0.910794333871257,0.9055944055944056,3srh82b1,finished,0.8967997564488792,0.8894205209994683,3srh82b1,finished,0.8967997564488792,0.8894205209994683,2
50,True,beetle,bert-large,bert-large-uncased,19uwuall,finished,0.8853070006916163,0.8786213786213788,igico5q5,finished,0.8991485688020668,0.8921209446038402,igico5q5,finished,0.8991485688020668,0.8921209446038402,1
51,True,beetle,bert-base,bert-base-uncased,1rfy9mpk,finished,0.898137946800587,0.892320966350302,1jjom0cr,finished,0.8996287681412487,0.8931190141837424,1jjom0cr,finished,0.8996287681412487,0.8931190141837424,0
